article_topic,sentence,label
"Man Utd stadium plans: What we know so far","I want to be really clear.","0"
"Man Utd stadium plans: What we know so far","We're going to finish with the line.","0"
"Man Utd stadium plans: What we know so far","There is no public money that is going into a football stadium.","1"
"Man Utd stadium plans: What we know so far","A report has found the project to deliver the new stadium could generate an additional £7.3bn each year to the UK economy.","1"
"Man Utd stadium plans: What we know so far","According to Oxford Economics, one of the world's leading independent global advisory firms, initial assessments of the project could see 92,000 jobs and 17,000 homes created, as well as bringing in around 1.8m more visitors each year.","1"
"Man Utd stadium plans: What we know so far","The model pictured at the conference is not indicative of a potential design but is instead illustrations of where the new stadium would be positioned.","0"
"Man Utd stadium plans: What we know so far","United own around 100 acres of land around Old Trafford and 43 acres of that land is ripe for development.","0"
"Man Utd stadium plans: What we know so far","Around 25 acres are said to be unused and the club feel it is under-utilised.","0"
"Man Utd stadium plans: What we know so far","Now the task force has concluded it could be best used to build an entirely new stadium, rather than renovating the existing ground.","1"
"Man Utd stadium plans: What we know so far","United have already been researching what other sports clubs have done around the world, including the SoFi Stadium in Los Angeles, the venue in which they suffered pre-season defeat to Arsenal.","0"
"Man Utd stadium plans: What we know so far","The club held several meetings with the team behind that development, which is privately-funded, in the lead up to their USA tour to learn from the project.","0"
"Man Utd stadium plans: What we know so far","As part of the Future of Football series, Jim Heverin, a director at Zaha Hadid Architects, said the manner in which Barcelona, Real Madrid and Liverpool have renovated their own stadia, rather than building new ones, is the template United should follow.","1"
"Man Utd stadium plans: What we know so far","At Old Trafford, you'd definitely expect them to be thinking about repurposing and not going anywhere else.","1"
"Man Utd stadium plans: What we know so far","Look at what Liverpool has been doing with these small modifications and upgrades.","0"
"Man Utd stadium plans: What we know so far","That looks like the future and not brand new stadiums, he said.","1"
"Man Utd stadium plans: What we know so far","I know why Everton are moving but that is looking more like the old way of looking at new stadiums, particularly when you have something already that is an asset.","1"
"Man Utd stadium plans: What we know so far","If there is a shortage of funds, maybe get one or two stands, absolutely world class, and the other two follow up over the next five to 10 years.","1"
"Man Utd stadium plans: What we know so far","That would be a plan.","0"
"Man Utd stadium plans: What we know so far","Oh, quite a lot.","0"
"Man Utd stadium plans: What we know so far","Old Trafford is falling down is the first line of a chant that fans of rival clubs have continually used to point fun at United.","0"
"Man Utd stadium plans: What we know so far","The falling standards of United's ground have been well-documented, the latest example coming in the wake of their home defeat to Arsenal in May, where areas of the stadium flooded following a thunderstorm, with water also falling through the roof.","0"
"Man Utd stadium plans: What we know so far","Other videos of run-down parts of the ground have circulated online in recent years and even though it is the largest club stadium in England, it was not selected to be one of the host venues for Euro 2028 in the UK and Ireland.","0"
"Man Utd stadium plans: What we know so far","The main stand does need doing, so does the roof, but the exterior of the stadium needs doing too, added Mitten.","1"
"Man Utd stadium plans: What we know so far","It looks a little bit red in different areas and there are fundamental issues with Old Trafford which are not great.","1"
"Man Utd stadium plans: What we know so far","The legroom is notorious in the stadium.","0"
"Man Utd stadium plans: What we know so far","The designs of stadiums have changed since they first designed stadiums and the legroom is still the same now.","0"
"Man Utd stadium plans: What we know so far","It's a beautiful stadium, Old Trafford - but I'm not a fan of the roof because I think it comes in too low.","1"
"Man Utd stadium plans: What we know so far","Old Trafford shouldn't be getting smaller, it should be getting bigger.","1"
"Man Utd stadium plans: What we know so far","Neville has been very vocal about the need to improve the Old Trafford facilities.","0"
"Man Utd stadium plans: What we know so far","I've heard that there is only a couple of hundred million of pounds or so being spent on Old Trafford.","0"
"Man Utd stadium plans: What we know so far","That's nowhere near enough, he said late last year.","0"
"Man Utd stadium plans: What we know so far","I'd rather have £200m spent on the old stadium and have two parts of Old Trafford looking absolutely amazing.","1"
"Man Utd stadium plans: What we know so far","It's important that you have pride in where you play and Old Trafford is an amazing stadium.","1"
"Man Utd stadium plans: What we know so far","The last time the club undertook major works on Old Trafford was in May 2006, when 8,000 seats were added to the north-west and north-east quadrants of the stadium.","0"
"Man Utd stadium plans: What we know so far","That work was approved before the Glazer family took control of the club in June 2005, meaning no work has been done to renovate Old Trafford since United's majority shareholders took over 19 years ago.","0"
"Man Utd stadium plans: What we know so far","Mitten believes the Manchester United fans are divided on how they want Old Trafford to be redeveloped, but adds that money and costs will come into the equation.","0"
"Man Utd stadium plans: What we know so far","From what I can see Manchester United fans are split on the decision of redeveloping or building a new stadium, he said.","0"
"Man Utd stadium plans: What we know so far","I've been lucky enough to see some stadium developments around Europe, such as Marseille.","0"
"Man Utd stadium plans: What we know so far","I've always favoured a redevelopment but I'm open to hearing and so are other fans.","0"
"Man Utd stadium plans: What we know so far","If the redevelopment ends up costing more money than a new stadium then that shifts the debate into a different area.","1"
"Man Utd stadium plans: What we know so far","Some fans love the idea of a new stadium.","0"
"Man Utd stadium plans: What we know so far","I love what Real Madrid have done and what Barcelona are doing, but I'm not completely against the idea of building a new stadium.","1"
"Man Utd stadium plans: What we know so far","I just favour a redevelopment.","0"
"Man Utd stadium plans: What we know so far","For me, Old Trafford just needs to be expanded.","0"
"Man Utd stadium plans: What we know so far","Old Trafford is a brilliant stadium but it's not the best stadium in the world.","0"
"Man Utd stadium plans: What we know so far","Staying on the same land is a move Tottenham made when they developed their new stadium.","0"
"Man Utd stadium plans: What we know so far","Spurs left their old White Hart Lane ground in 2016, spent nearly three seasons at Wembley, before moving back into their new 61,000-seater venue in early 2019.","0"
"Man Utd stadium plans: What we know so far","One issue is that Old Trafford is located between a railway line and a canal, making the logistics relatively challenging.","0"
"Man Utd stadium plans: What we know so far","While Brentford managed to overcome a similar challenge for their Gtech Community Stadium in 2020, their stadium is much smaller, holding just 17,000 fans.","0"
"Man Utd stadium plans: What we know so far","The renovation of the Aviva Stadium in Dublin's Lansdowne Road also saw railway-line-related challenges, with a line running alongside the west of the stadium.","0"
"Man Utd stadium plans: What we know so far","That renovation was completed in 2010.","0"
"Man Utd stadium plans: What we know so far","Tottenham's new stadium cost the club around £1.2bn, according to Spurs owner Daniel Levy in an interview in November 2020.","0"
"Man Utd stadium plans: What we know so far","As part of his £1.2bn deal to buy a stake in United, Ratcliffe is putting £239m into the club to help boost the club's infrastructure.","0"
"Man Utd stadium plans: What we know so far","Qatari banker Sheikh Jassim, who rivalled Ratcliffe in the running to control United, was willing to pledge £1.27bn for the same work.","0"
"Man Utd stadium plans: What we know so far","Financing has been one of the key considerations of the task force and a wide variety of potential private funding sources will be explored.","0"
"Man Utd stadium plans: What we know so far","There could be opportunities for a public-private partnership to power the regeneration of the area.","0"
"Man Utd stadium plans: What we know so far","However, Burnham revealed in September that United are not seeking public money to fund the regeneration of the stadium.","0"
"Man Utd stadium plans: What we know so far","Whatever it is they [Ratcliffe and INEOS] want, we will facilitate and we will be there to make sure the club is set up for the future, he said.","0"
"Carra and Nev analyse title race: 'Man City have the edge'","Sky Sports pundit Jamie Carragher says Manchester City have the edge over Arsenal in the Premier League title race this season.","1"
"Carra and Nev analyse title race: 'Man City have the edge'","John Stones scored a dramatic 98th-minute equaliser to deny Arsenal a statement victory at the Etihad on Sunday in a feisty 2-2 draw that saw Leandro Trossard sent off in first-half stoppage time.","0"
"Carra and Nev analyse title race: 'Man City have the edge'","City have won the last four titles, an unprecedented feat, with Arsenal runners-up for the last two seasons.","0"
"Carra and Nev analyse title race: 'Man City have the edge'","Arsenal are the first side to take points off City this season, but Pep Guardiola's side have a two-point advantage after five games and Carragher expects them to pip the Gunners to the title once again.","1"
"Carra and Nev analyse title race: 'Man City have the edge'","I just think they've got a little bit more, and if Arsenal had held on, it would have been a set-piece goal, and we know they're amazing at set-pieces, we saw it last week, they won the game at Tottenham, but you can't win the game on set-pieces every week.","1"
"Carra and Nev analyse title race: 'Man City have the edge'","Sometimes it's got to [be down to] the quality of your players, or the finishing, I just think Manchester City have the edge there.","1"
"Carra and Nev analyse title race: 'Man City have the edge'","Gary Neville predicted Arsenal would surpass City this season and claim their first title since 2004, but Stones' late equaliser has already created doubt in his mind.","1"
"Carra and Nev analyse title race: 'Man City have the edge'","I backed Arsenal at the start of the season because I just felt as though when a team's hunting you down, eventually they get there, more often than not, when they're getting closer and closer.","1"
"Carra and Nev analyse title race: 'Man City have the edge'","Today felt like a monumental, defining moment in this journey that Arsenal are on, of trying to get to a league title.","0"
"Carra and Nev analyse title race: 'Man City have the edge'","Two seasons ago they quite simply fell apart in the last 10 games, last season they went so close, and then you think, right, okay, they're learning, they're maturing.","0"
"Carra and Nev analyse title race: 'Man City have the edge'","You just think, where will we be in April and May with this game?","0"
"Carra and Nev analyse title race: 'Man City have the edge'","Will we be going back to that final minute, and what happened with the John Stones goal, will we be thinking that City win the title by one point, and that moment determines it?","0"
"Carra and Nev analyse title race: 'Man City have the edge'","It's ridiculous, because there will be dropped points, and there will be mistakes, and there will be lots of victories before the end of the season, but it is that type of situation when you're up against Pep Guardiola, he makes you feel that way.","1"
"Carra and Nev analyse title race: 'Man City have the edge'","Liverpool, the last team to stop City winning the league, are wedged between this season's two established title challengers after five games, along with Aston Villa.","0"
"Carra and Nev analyse title race: 'Man City have the edge'","The Reds were in the hunt for much of last season, but ultimately faded away and finished nine points shy of City in third.","0"
"Carra and Nev analyse title race: 'Man City have the edge'","Carragher is not expecting his former club to push on further this season after failing to bring in a player that enhances new boss Arne Slot's starting line-up.","1"
"Carra and Nev analyse title race: 'Man City have the edge'","It'll be a little bit similar to last season, where Liverpool are just slightly behind these two teams, and improving, looking to maybe really go for it next season, when the manager knows everything about his squad, and he knows exactly who he wants to bring in, because he hasn't really bought anyone.","1"
"Carra and Nev analyse title race: 'Man City have the edge'","Chiesa is more of a squad player, they bought a goalkeeper from Valencia, Giorgi Mamardashvili, that's more for next season, so it's still last season's team.","0"
"Carra and Nev analyse title race: 'Man City have the edge'","I still think Liverpool are the third-best team.","1"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","The debate will go on as to which team benefits best from a draw - league leaders Man City who remain top or Arsenal, two points further back, who stay firmly in the early title hunt.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","But there is a lot Mikel Arteta's side can be proud of.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","While City left them on their knees at full-time, they should remain proud of a display that few could manage.","1"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Unlike a certain Mr Joshua the night before, Arsenal took blow after blow and remained unbowed and unbeaten.","1"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Erling Haaland's opener meant the Gunners trailed on the road for the first time in 2024, but they found the resilience to stay in the game then turn it on its head.","1"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Then, after Leandro Trossard's sending off, many thought Arsenal would collapse in the second half against the best team, best striker and best forward line in the world.","1"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Arteta called it a miracle his side kept the scoreline the same until the 98th minute.","1"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Arsenal now have seven points from a possible nine in away games against Aston Villa, Tottenham and City.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","They are still unbeaten despite over 100 minutes negotiated this season with 10 players.","1"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Given all of the drama that followed it, Haaland's ninth-minute opener was largely forgotten about during Man City's gripping draw with Arsenal at the Etihad.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","As everyone with an interest in the Premier League has come to know over the last two seasons and the early stages of this one, the Norwegian scores goals at what is becoming an alarming rate.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Five league games in, he has 10 already and is now the first player in Premier League history to reach 10 goals in as few as five games from the start of a season in the competition.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","If he continues at this rate - an average of two per game - he will get 76 in the league alone this term.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","The poked finish against the Gunners will go down in history, though.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","It was Haaland's 100th for the club, a milestone he reached in just 105 games.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Sixty of those have now come in just 52 games at the Etihad.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Sky Sports' Paul Merson was full of praise after the final whistle.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","He is so clever, he said.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","His brain going forward, his runs and his finishing are off the chart.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","He is phenomenal and I don't think he gets the all-round respect.","1"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","There's no one like this man.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Goals from free-kicks are a rare breed these days in the Premier League.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Long gone are the days of David Beckham racking up multiple goals a season from a dead-ball.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","There were only 11 free-kicks scored in the entirety of last season.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","There were 27 in the 201415 season.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","But we have our first of this Premier League campaign courtesy of an unlikely source in Brighton's Danny Welbeck.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","It was not exactly a Premier League classic despite at first glance it looking quite aesthetically pleasing - the blame was firmly at Forest 'keeper Matz Sels' door.","1"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","The goalkeeper should be fined a week's wages, blasted Sky Sports\' Roy Keane.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","He's taken a gamble leaning to his right.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","He can't be beaten on that side.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Nottingham Forest earned a point at Brighton the hard way.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","They led, fell behind, ripped up their first-half plan, equalised and then hung on with 10 players.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","They remain unbeaten after five games.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","The visitors frustrated Brighton for 40 minutes but conceded two quick goals.","1"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Nuno Espirito Santo reacted by making three changes at the break which initially made little impact.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","His fourth substitute just after the hour did change things.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Forest finally sprung behind the high Brighton defensive line and Jota Silva teed up fellow substitute Ramon Sosa for a tap-in.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Morgan Gibbs-White needlessly left Forest in the lurch late on by chopping down Joao Pedro with a reckless sliding challenge.","0"
"PL hits and misses: Arsenal show resilience as Haaland makes it a ton","Forest have lost six points from winning positions - only Everton (8) have lost more - yet they found a way to rescue a draw on the south coast.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","London StadiumAttendance:Attendance62,473.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","Chelsea punished a dire defensive display from West Ham as Nicolas Jackson’s first-half double helped Enzo Maresca’s side secure an easy 3-0 win at the London Stadium.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","Julen Lopetegui's side completely switched off again soon afterwards, leaving Moises Caicedo free to send Jackson cantering through on goal for a coolly-taken second.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","West Ham tried to muster a response and were contentiously denied a penalty when VAR ruled Wesley Fofana's pull on Crysencio Summerville not to be sustained holding.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","But any hopes of a recovery were dashed straight after half-time when Chelsea carved through West Ham yet again, with Jackson this time turning provider to set up Cole Palmer for an emphatic finish following a rapid counter-attack.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","Following their reverses against Aston Villa and Manchester City, West Ham have now lost their first three home games of a league season for the first time in their history.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","The home fans aired their dissatisfaction with new boss Lopetegui by booing his decision to substitute Summerville, and booing again at the final whistle.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","While the Hammers continue to struggle at home, Chelsea make it three wins out of three on the road in the Premier League, continuing an encouraging start for Maresca which contrasts sharply with that of his opposite number at West Ham.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","The victory could easily have been even more emphatic, with Noni Madueke and substitutes Joao Felix and Christopher Nkunku all spurning second-half chances in front of watching co-owners Todd Boehly and Behdad Eghbali, who put on a united front amid recent reports of a rift and visited the away dressing room afterwards.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","It's always good for them when we win games, especially as they were both here, said Maresca.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","We could give them a good moment.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","They were in the changing room and happy.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","The results and the points are always important but for me the main target is to see how we progress as a team and I think we are improving many things.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","We worked a lot to prepare for it.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","I have to review it again but it has been a very soft way to lose.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","We suffered two early goals where we have to do better.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","We had chances and more of the ball, but goals are more important.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","We were not consistent.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","In the Premier League, if you want to compete, you have to be consistent.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","We have to do better, all of us, but first of all, me.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","We have to improve but it's the start of the season.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","We have a lot of time to do this.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","The way the players are buying [into] the idea and the different style since I arrived has been top.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","And also the way we are working off the ball.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","Today, the performances from Nico and Cole were top not only because they scored.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","The way they worked was top.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","If we understand we need that, probably we can build something important.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","I think we are on the right path, in the right direction, but this is a long journey.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","We are in a good moment.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","It looks like everything is fine when you win.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","But not everything is fine.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","We could do some things better.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","But it is just a matter of time.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","The most important thing is how the players buy [into] what we do and they have done that.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","We keep going.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","This one is finished and next week we go onto another one.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","The most important thing is for the team to win.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","I am happy to play always.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","To fight for the team and the team to win is the most important thing.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","Everybody knows he [Jackson] is a top player - he needs to keep going.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","The Chelsea fans and players rate him highly - we know what he is capable of.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","There will always be noise, we try to block it out and listen to the manager.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","We have a good manager and it can only help us to get better.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","Christopher Nkunku's winner from the bench against Bournemouth led to a clamour for the France international to start at the London Stadium but Maresca gave his backing to Jackson as his first-choice striker before the game and he repaid his faith in style.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","Jackson was helped, of course, by the dreadful West Ham defending that allowed him to waltz through for each of his two goals.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","But he was still required to finish coolly and he did just that.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","His double takes him to four Premier League goals for the season and 18 since the start of last term.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","He also has seven assists.","0"
"Jackson punishes woeful Hammers as Chelsea ease to victory","They are strong numbers for a 23-year-old striker who was had to withstand criticism.","1"
"Jackson punishes woeful Hammers as Chelsea ease to victory","He is making the No 9 spot his own.","0"
"Diaz transformed at Liverpool under Slot","Under Arne Slot, Diaz is making those runs from out to in that result in clear-cut chances, which is an exciting development.","1"
"Diaz transformed at Liverpool under Slot","The Colombian's current hot streak has not been built on long-range shots that are unlikely to be repeatable on a consistent basis.","0"
"Diaz transformed at Liverpool under Slot","The average chance of Diaz scoring from each of his shots this season is 19.2 per cent which is around double that of his first two seasons as a Liverpool player and well up on last season.","0"
"Diaz transformed at Liverpool under Slot","The opportunities that he is now getting are very different to what came before.","0"
"Diaz transformed at Liverpool under Slot","They were really good finishes but it is also important what led to the finish, said Slot afterwards.","1"
"Diaz transformed at Liverpool under Slot","He was referring to the work of the team as a whole but it applied to Diaz too.","1"
"Diaz transformed at Liverpool under Slot","He ran in behind for the first before cleverly holding his position for the second.","0"
"Diaz transformed at Liverpool under Slot","Only Erling Haaland and Ollie Watkins have had more big chances this season and with Diaz having already surpassed his tally from two seasons ago, he is closing in on last season's total of eight goals.","0"
"Diaz transformed at Liverpool under Slot","He could beat it well before Christmas at this rate.","0"
"Diaz transformed at Liverpool under Slot","It is some turnaround given that Liverpool were linked with Anthony Gordon in the summer and Diaz's future was under scrutiny.","0"
"Diaz transformed at Liverpool under Slot","His future is with us because I like what I have seen, said Slot in response.","1"
"Diaz transformed at Liverpool under Slot","He and all Liverpool supporters like it even more now.","0"
"Diaz transformed at Liverpool under Slot","Ruben Dias had never had more than three shots in a Premier League game before Sunday.Against Arsenal, he had five in the second half alone.","0"
"Diaz transformed at Liverpool under Slot","That was as many as Erling Haaland and more than any other Manchester City player.","0"
"Diaz transformed at Liverpool under Slot","It was a problem.","0"
"Diaz transformed at Liverpool under Slot","Criticising Pep Guardiola's tactics is risky.","1"
"Diaz transformed at Liverpool under Slot","He is the maestro, after all.","0"
"Diaz transformed at Liverpool under Slot","And John Stones' late equaliser means City remain top of the table and favourites for the title.","0"
"Diaz transformed at Liverpool under Slot","But it did feel as if Guardiola had the wrong players on the ball for much of the second half.","1"
"Diaz transformed at Liverpool under Slot","It was interesting to be in the press conference after the goalless draw with Inter in midweek when he offered a sarcastic response when questioned on a double change at half-time.","0"
"Diaz transformed at Liverpool under Slot","It is a new version of Pep, he said.","0"
"Diaz transformed at Liverpool under Slot","Now I make substitutions at half-time.","0"
"Diaz transformed at Liverpool under Slot","Here, he waited until the 70th minute to make a tactical switch and even that was to withdraw Jeremy Doku, with Savinho departing soon after.","0"
"Diaz transformed at Liverpool under Slot","But the issue was Dias and Manuel Akanji lacking the subtlety to break Arsenal down, moving the ball too slowly.","0"
"Diaz transformed at Liverpool under Slot","Guardiola eventually moved Phil Foden deeper to receive the ball in the 90th minute but one might have expected Guardiola to react quicker to a changing situation given Mikel Arteta's dramatic tactical shift upon going down to 10 players.","1"
"Diaz transformed at Liverpool under Slot","He got away with one.","0"
"Diaz transformed at Liverpool under Slot","It is no surprise that Adama Traore has registered 17 completed dribbles this season, second only to Mohammed Kudus.","0"
"Diaz transformed at Liverpool under Slot","But some might be more shocked to discover that the Fulham winger is among the most creative players in the Premier League.","1"
"Diaz transformed at Liverpool under Slot","While Kudus is rarely criticised for a lack of end product, the phrase has dogged Traore's career.","1"
"Diaz transformed at Liverpool under Slot","And yet, he bagged his second assist of the season in the3-1 win over Newcastleon Saturday, setting up Raul Jimenez for the opening goal.","0"
"Diaz transformed at Liverpool under Slot","It is a familiar combination.","0"
"Diaz transformed at Liverpool under Slot","In the 201920 season, Traore assisted Jimenez seven times when the pair were at Wolves.","0"
"Diaz transformed at Liverpool under Slot","The only pairings to better that since are Harry Kane to Heung-Min Son and Kevin De Bruyne to Erling Haaland.","0"
"Diaz transformed at Liverpool under Slot","The truth is that Traore does create chances.","1"
"Diaz transformed at Liverpool under Slot","Indeed, expected assists are a fairer measure of a player's creativity than actual assists given the latter is dependent on someone else's finishing.","1"
"Diaz transformed at Liverpool under Slot","Traore ranks second behind Mohamed Salah for expected assists from open play this season, per Twenty3 data.","0"
"Diaz transformed at Liverpool under Slot","Criticism of Traore's end product has always felt a little over the top, failing to account for the fact that his astonishing speed makes accuracy more difficult and also overlooking the fact that many such opportunities were fashioned by him from nothing.","1"
"Diaz transformed at Liverpool under Slot","It is particularly harsh given that Traore, despite missing much of last season through injury, still ranks among the top 15 players in the Premier League for chances created from open play since his return to the competition with Wolves in the summer of 2018.","1"
"Diaz transformed at Liverpool under Slot","Now 28, there are encouraging signs of a greater maturity to his play, while he has also managed to retain that extraordinary explosiveness that had always set him apart from the rest of the competition.","0"
"Diaz transformed at Liverpool under Slot","Maybe a reappraisal of his talents is long overdue.","1"
"Diaz transformed at Liverpool under Slot","Southampton created enough to beat Ipswich on Saturday but they remain winless afterconceding a stoppage-time equaliserat St Mary's.","0"
"Diaz transformed at Liverpool under Slot","Cameron Archer's failure to finish his one-on-one chance when one up means his wait for a first Saints goal continues.","1"
"Diaz transformed at Liverpool under Slot","It has been a difficult start for the striker having seen his penalty saved in the previous match against Manchester United.","0"
"Diaz transformed at Liverpool under Slot","Russell Martin's side eventually lost that one by three clear goals but that moment was also a clear turning point early in the game.","1"
"Diaz transformed at Liverpool under Slot","Remarkably, Archer ranks eighth for expected goals among Premier League players this season despite the fact that he is yet to get off the mark since signing from Aston Villa.","1"
"Diaz transformed at Liverpool under Slot","For context, the seven men above him on that list have each scored at least three times.","0"
"Diaz transformed at Liverpool under Slot","There are questions over Archer's hold-up play too - perhaps Ben Brereton Diaz would be a better bet - but his movement is good.","1"
"Diaz transformed at Liverpool under Slot","If his confidence is not too damaged, hope remains that the goals will begin to flow.","1"
"Diaz transformed at Liverpool under Slot","But points have been left out there already.","0"
"Diaz at the double as Liverpool beat Bournemouth","AnfieldAttendance:Attendance60,347.","0"
"Diaz at the double as Liverpool beat Bournemouth","Liverpool got back on the Premier League winning trail by sweeping aside Bournemouth 3-0 with Luis Diaz at the double.","1"
"Diaz at the double as Liverpool beat Bournemouth","Nottingham Forest stunned Anfield last weekend to end Arne Slot's perfect start but Liverpool were in ruthless mood against the Cherries, racing into a 3-0 lead at half-time.","1"
"Diaz at the double as Liverpool beat Bournemouth","Diaz took advantage of Kepa Arrizabalaga charging off his line into no man's land to gift Slot's team the lead before the Colombian fired home a second just two minutes later.","1"
"Diaz at the double as Liverpool beat Bournemouth","Darwin Nunez marked his first start of the season with a beautiful curling effort into the far corner as Liverpool threatened to run riot.","0"
"Diaz at the double as Liverpool beat Bournemouth","That was the end of the scoring though as despite registering 12 shots on target, the home side could not add further gloss to the victory.","1"
"Diaz at the double as Liverpool beat Bournemouth","It could have been a very different afternoon had Antoine Semenyo's goal after just six minutes not been ruled out for offside by VAR.","1"
"Diaz at the double as Liverpool beat Bournemouth","The Bournemouth forward skipped behind the Liverpool backline but Stockley Park stepped in to show he had strayed ahead of the play.","0"
"Diaz at the double as Liverpool beat Bournemouth","After that wobbly start, Liverpool found their stride and moved top of the Premier League for the time being.","0"
"Diaz at the double as Liverpool beat Bournemouth","Diaz has five goals to his name already this season.","0"
"Diaz at the double as Liverpool beat Bournemouth","It took him until November last season to reach that milestone which suggests Slot, who has a reputation for improving attacking players, is having an impact on the uptick of Diaz's output in front of goal.","1"
